ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),Ç³¼Ó(m/s),Ç³Çâ(16¹æÀ§),½Àµµ(%),Áõ±â¾Ð(hPa),ÀÌ½½Á¡¿Âµµ(¡ÆC),ÇöÁö±â¾Ð(hPa),ÇØ¸é±â¾Ð(hPa),Àü¿î·®(10ºÐÀ§),ÁßÇÏÃþ¿î·®(10ºÐÀ§),½ÃÁ¤(10m),Áö¸é¿Âµµ(¡ÆC)
¼­±ÍÆ÷,2024-07-07 03:00,26.3,2.5,230.0,93.0,31.7,25.0,1002.8,1008.7,9.0,9.0,1683.0,26.1
¼­±ÍÆ÷,2024-07-07 04:00,26.3,2.3,250.0,93.0,31.7,25.0,1002.6,1008.5,10.0,10.0,2290.0,26.0
¼­±ÍÆ÷,2024-07-07 05:00,26.4,1.8,250.0,93.0,31.9,25.1,1002.5,1008.4,10.0,10.0,2286.0,26.0
¼­±ÍÆ÷,2024-07-07 06:00,26.2,1.5,250.0,94.0,31.9,25.1,1002.8,1008.7,10.0,10.0,1597.0,26.1
¼­±ÍÆ÷,2024-07-07 07:00,26.3,1.9,250.0,94.0,32.1,25.2,1003.0,1008.9,10.0,10.0,1528.0,26.3
¼­±ÍÆ÷,2024-07-07 08:00,26.4,2.0,270.0,94.0,32.2,25.3,1003.9,1009.8,10.0,10.0,1793.0,26.4
¼­±ÍÆ÷,2024-07-07 09:00,26.7,2.5,230.0,91.0,31.9,25.1,1004.1,1010.0,10.0,10.0,2494.0,26.8
¼­±ÍÆ÷,2024-07-07 10:00,27.1,1.9,230.0,89.0,31.9,25.1,1004.1,1010.0,10.0,8.0,3145.0,27.5
¼­±ÍÆ÷,2024-07-07 11:00,27.3,1.6,230.0,88.0,31.9,25.1,1004.0,1009.9,10.0,8.0,2970.0,28.0
¼­±ÍÆ÷,2024-07-07 12:00,27.6,1.7,230.0,88.0,32.4,25.4,1003.6,1009.4,9.0,8.0,2496.0,28.7
¼­±ÍÆ÷,2024-07-07 13:00,27.4,2.3,230.0,88.0,32.1,25.2,1003.1,1008.9,9.0,8.0,2415.0,28.6
¼­±ÍÆ÷,2024-07-07 14:00,27.3,1.7,230.0,90.0,32.6,25.5,1002.9,1008.7,9.0,8.0,1690.0,28.3
¼­±ÍÆ÷,2024-07-07 15:00,26.9,1.5,250.0,93.0,32.8,25.6,1002.8,1008.7,10.0,9.0,760.0,28.0
¼­±ÍÆ÷,2024-07-07 16:00,27.1,1.9,230.0,92.0,32.8,25.6,1002.6,1008.5,10.0,7.0,1732.0,28.1
¼­±ÍÆ÷,2024-07-07 17:00,27.1,1.8,250.0,92.0,32.8,25.6,1002.3,1008.2,10.0,8.0,1257.0,27.7
¼­±ÍÆ÷,2024-07-07 18:00,26.5,1.7,230.0,95.0,32.8,25.6,1001.8,1007.7,10.0,10.0,433.0,27.3
¼­±ÍÆ÷,2024-07-07 19:00,26.5,1.6,250.0,95.0,32.8,25.6,1002.3,1008.2,10.0,9.0,269.0,27.0
¼­±ÍÆ÷,2024-07-07 20:00,26.4,1.6,250.0,96.0,33.0,25.7,1002.2,1008.1,10.0,9.0,375.0,26.7
¼­±ÍÆ÷,2024-07-07 21:00,26.3,1.2,230.0,96.0,32.8,25.6,1002.5,1008.4,10.0,9.0,454.0,26.5
¼­±ÍÆ÷,2024-07-07 22:00,26.2,1.9,250.0,97.0,32.8,25.6,1002.8,1008.7,10.0,9.0,539.0,26.4
¼­±ÍÆ÷,2024-07-07 23:00,26.2,1.9,250.0,96.0,32.6,25.5,1002.4,1008.3,10.0,8.0,943.0,26.3
¼­±ÍÆ÷,2024-07-08 00:00,26.3,1.8,250.0,96.0,32.8,25.6,1002.6,1008.5,10.0,10.0,940.0,26.2
¼­±ÍÆ÷,2024-07-08 01:00,26.3,2.2,250.0,95.0,32.4,25.4,1002.4,1008.3,0.0,0.0,1804.0,26.1
¼­±ÍÆ÷,2024-07-08 02:00,26.4,2.5,250.0,93.0,31.9,25.1,1001.9,1007.8,0.0,0.0,2847.0,26.0
¼­±ÍÆ÷,2024-07-08 03:00,26.6,3.5,270.0,90.0,31.3,24.8,1001.7,1007.6,8.0,8.0,4172.0,25.7
¼­±ÍÆ÷,2024-07-08 04:00,26.5,2.4,250.0,91.0,31.5,24.9,1001.1,1007.0,9.0,9.0,3548.0,25.6
¼­±ÍÆ÷,2024-07-08 05:00,26.4,2.9,250.0,92.0,31.5,24.9,1001.4,1007.3,9.0,9.0,3375.0,25.7
¼­±ÍÆ÷,2024-07-08 06:00,26.6,2.5,250.0,92.0,31.9,25.1,1001.9,1007.8,10.0,10.0,2963.0,25.8
¼­±ÍÆ÷,2024-07-08 07:00,26.5,2.1,250.0,93.0,32.1,25.2,1001.8,1007.7,10.0,10.0,2303.0,26.3
¼­±ÍÆ÷,2024-07-08 08:00,26.9,2.6,270.0,90.0,31.9,25.1,1002.2,1008.1,10.0,10.0,3141.0,27.1
¼­±ÍÆ÷,2024-07-08 09:00,27.5,2.2,250.0,87.0,31.9,25.1,1002.1,1007.9,9.0,9.0,3512.0,28.7
¼­±ÍÆ÷,2024-07-08 10:00,27.4,2.4,250.0,88.0,32.1,25.2,1001.8,1007.6,10.0,8.0,3561.0,28.6
¼­±ÍÆ÷,2024-07-08 11:00,27.6,2.0,270.0,88.0,32.4,25.4,1001.7,1007.5,10.0,7.0,2998.0,28.8
¼­±ÍÆ÷,2024-07-08 12:00,27.4,1.8,250.0,87.0,31.7,25.0,1001.7,1007.5,10.0,8.0,2935.0,28.4
¼­±ÍÆ÷,2024-07-08 13:00,27.4,1.6,250.0,89.0,32.4,25.4,1001.3,1007.1,10.0,8.0,2663.0,28.1
¼­±ÍÆ÷,2024-07-08 14:00,27.2,1.5,270.0,91.0,32.6,25.5,1000.7,1006.5,10.0,8.0,2043.0,27.9
¼­±ÍÆ÷,2024-07-08 15:00,27.2,1.1,230.0,91.0,32.6,25.5,1000.6,1006.4,10.0,8.0,1634.0,27.9
¼­±ÍÆ÷,2024-07-08 16:00,27.1,1.3,250.0,92.0,32.8,25.6,1000.5,1006.3,10.0,7.0,1068.0,27.6
¼­±ÍÆ÷,2024-07-08 17:00,26.8,1.8,250.0,93.0,32.6,25.5,1000.4,1006.2,10.0,7.0,1345.0,27.1
¼­±ÍÆ÷,2024-07-08 18:00,26.9,1.9,250.0,93.0,32.8,25.6,1000.4,1006.2,10.0,8.0,1577.0,26.9
¼­±ÍÆ÷,2024-07-08 19:00,26.9,1.6,250.0,93.0,32.8,25.6,1000.8,1006.6,8.0,8.0,1474.0,26.7
¼­±ÍÆ÷,2024-07-08 20:00,26.6,1.6,230.0,94.0,32.6,25.5,1001.0,1006.9,10.0,8.0,1080.0,26.4
¼­±ÍÆ÷,2024-07-08 21:00,26.5,1.6,230.0,94.0,32.4,25.4,1001.4,1007.3,10.0,9.0,931.0,26.3
¼­±ÍÆ÷,2024-07-08 22:00,26.6,1.9,230.0,95.0,33.0,25.7,1001.7,1007.6,10.0,9.0,834.0,26.3
¼­±ÍÆ÷,2024-07-08 23:00,26.6,2.0,250.0,95.0,33.0,25.7,1001.5,1007.4,10.0,10.0,1134.0,26.3
¼­±ÍÆ÷,2024-07-09 00:00,26.7,3.1,270.0,95.0,33.2,25.8,1001.3,1007.2,10.0,10.0,1620.0,26.3
¼­±ÍÆ÷,2024-07-09 01:00,26.6,2.4,250.0,95.0,33.0,25.7,1000.7,1006.6,10.0,10.0,1690.0,26.2
¼­±ÍÆ÷,2024-07-09 02:00,26.5,1.8,250.0,94.0,32.4,25.4,1000.1,1006.0,9.0,9.0,1823.0,26.1
¼­±ÍÆ÷,2024-07-09 03:00,26.6,3.1,270.0,94.0,32.6,25.5,999.7,1005.5,10.0,10.0,2020.0,26.1
¼­±ÍÆ÷,2024-07-09 04:00,26.6,2.9,250.0,93.0,32.2,25.3,1000.2,1006.1,10.0,10.0,2167.0,26.1
¼­±ÍÆ÷,2024-07-09 05:00,26.3,2.5,250.0,95.0,32.4,25.4,1000.2,1006.1,10.0,10.0,1400.0,26.0
¼­±ÍÆ÷,2024-07-09 06:00,26.5,3.3,250.0,93.0,32.1,25.2,1000.7,1006.6,10.0,10.0,2192.0,25.9
¼­±ÍÆ÷,2024-07-09 07:00,26.7,3.3,250.0,92.0,32.1,25.2,1001.1,1007.0,10.0,8.0,2669.0,26.2
¼­±ÍÆ÷,2024-07-09 08:00,27.2,2.7,250.0,89.0,32.1,25.2,1001.4,1007.2,10.0,9.0,3353.0,27.1
¼­±ÍÆ÷,2024-07-09 09:00,27.6,2.9,270.0,87.0,32.1,25.2,1001.9,1007.7,9.0,9.0,3754.0,28.1
¼­±ÍÆ÷,2024-07-09 10:00,27.8,2.8,250.0,87.0,32.4,25.4,1002.3,1008.1,9.0,9.0,3233.0,29.1
¼­±ÍÆ÷,2024-07-09 11:00,28.2,2.4,250.0,84.0,32.1,25.2,1002.5,1008.3,10.0,9.0,3097.0,29.5
¼­±ÍÆ÷,2024-07-09 12:00,28.1,2.2,270.0,84.0,31.9,25.1,1002.5,1008.3,10.0,9.0,3058.0,29.8
¼­±ÍÆ÷,2024-07-09 13:00,28.5,2.2,250.0,83.0,32.2,25.3,1002.2,1008.0,10.0,9.0,3810.0,30.1
¼­±ÍÆ÷,2024-07-09 14:00,28.9,2.0,230.0,81.0,32.2,25.3,1002.1,1007.9,9.0,9.0,3534.0,30.7
¼­±ÍÆ÷,2024-07-09 15:00,28.5,2.1,230.0,82.0,31.9,25.1,1002.0,1007.8,9.0,9.0,3366.0,30.4
¼­±ÍÆ÷,2024-07-09 16:00,29.0,1.5,230.0,81.0,32.4,25.4,1001.9,1007.7,8.0,7.0,3562.0,30.9
¼­±ÍÆ÷,2024-07-09 17:00,28.2,1.6,230.0,81.0,30.9,24.6,1001.5,1007.3,9.0,8.0,3509.0,29.7
¼­±ÍÆ÷,2024-07-09 18:00,28.0,1.5,230.0,81.0,30.6,24.4,1001.5,1007.3,9.0,8.0,3554.0,28.9
¼­±ÍÆ÷,2024-07-09 19:00,27.6,1.5,230.0,84.0,30.9,24.6,1001.2,1007.0,10.0,9.0,3913.0,28.0
¼­±ÍÆ÷,2024-07-09 20:00,27.3,1.8,250.0,87.0,31.5,24.9,1001.1,1006.9,10.0,9.0,3236.0,27.2
¼­±ÍÆ÷,2024-07-09 21:00,27.1,1.9,250.0,89.0,31.9,25.1,1001.0,1006.8,9.0,8.0,3160.0,27.0
¼­±ÍÆ÷,2024-07-09 22:00,27.0,2.7,250.0,89.0,31.7,25.0,1001.0,1006.8,10.0,10.0,3029.0,26.7
¼­±ÍÆ÷,2024-07-09 23:00,26.8,2.3,250.0,90.0,31.7,25.0,1001.0,1006.9,10.0,10.0,2635.0,26.6
¼­±ÍÆ÷,2024-07-10 00:00,26.6,2.2,250.0,92.0,31.9,25.1,1001.0,1006.9,9.0,8.0,2043.0,26.4
¼­±ÍÆ÷,2024-07-10 01:00,26.4,2.2,270.0,93.0,31.9,25.1,1000.1,1006.0,8.0,8.0,1901.0,26.3
¼­±ÍÆ÷,2024-07-10 02:00,26.2,3.0,250.0,93.0,31.5,24.9,999.4,1005.3,7.0,7.0,1813.0,26.2
¼­±ÍÆ÷,2024-07-10 03:00,26.1,2.6,250.0,93.0,31.3,24.8,998.7,1004.6,10.0,10.0,1687.0,26.1
¼­±ÍÆ÷,2024-07-10 04:00,26.1,2.9,250.0,93.0,31.3,24.8,998.2,1004.1,10.0,10.0,1625.0,26.0
¼­±ÍÆ÷,2024-07-10 05:00,26.1,2.9,250.0,93.0,31.3,24.8,997.7,1003.6,10.0,10.0,1588.0,25.9
¼­±ÍÆ÷,2024-07-10 06:00,26.1,3.9,230.0,93.0,31.3,24.8,997.4,1003.2,10.0,10.0,1689.0,25.8
¼­±ÍÆ÷,2024-07-10 07:00,26.2,4.2,230.0,93.0,31.5,24.9,997.3,1003.1,10.0,10.0,1646.0,25.9
¼­±ÍÆ÷,2024-07-10 08:00,25.7,4.5,250.0,95.0,31.3,24.8,997.8,1003.7,10.0,9.0,1148.0,25.8
¼­±ÍÆ÷,2024-07-10 09:00,25.5,3.6,250.0,97.0,31.5,24.9,997.6,1003.5,10.0,10.0,373.0,25.8
¼­±ÍÆ÷,2024-07-10 10:00,25.4,2.4,250.0,95.0,30.7,24.5,997.7,1003.6,10.0,9.0,1486.0,26.0
¼­±ÍÆ÷,2024-07-10 11:00,25.3,2.7,230.0,96.0,30.9,24.6,997.4,1003.3,10.0,8.0,1119.0,26.7
¼­±ÍÆ÷,2024-07-10 12:00,25.3,3.3,230.0,95.0,30.6,24.4,997.6,1003.5,10.0,6.0,966.0,27.6
¼­±ÍÆ÷,2024-07-10 13:00,25.4,2.5,250.0,96.0,31.1,24.7,997.8,1003.7,10.0,8.0,483.0,26.9
¼­±ÍÆ÷,2024-07-10 14:00,25.2,1.8,250.0,97.0,30.9,24.6,997.6,1003.5,10.0,8.0,303.0,26.2
¼­±ÍÆ÷,2024-07-10 15:00,25.3,2.6,250.0,97.0,31.1,24.7,997.4,1003.3,10.0,9.0,564.0,26.2
¼­±ÍÆ÷,2024-07-10 16:00,25.6,3.2,270.0,96.0,31.5,24.9,997.5,1003.4,10.0,7.0,609.0,26.9
¼­±ÍÆ÷,2024-07-10 17:00,26.1,2.8,250.0,91.0,30.7,24.5,997.0,1002.8,10.0,8.0,1864.0,27.3
¼­±ÍÆ÷,2024-07-10 18:00,25.8,2.2,230.0,89.0,29.5,23.8,995.9,1001.7,10.0,4.0,3086.0,27.4
¼­±ÍÆ÷,2024-07-10 19:00,25.4,1.9,250.0,92.0,29.7,23.9,996.6,1002.5,10.0,6.0,2316.0,26.5
¼­±ÍÆ÷,2024-07-10 20:00,25.1,2.8,250.0,96.0,30.6,24.4,996.5,1002.4,8.0,8.0,608.0,25.9
¼­±ÍÆ÷,2024-07-10 21:00,25.1,2.5,270.0,91.0,28.9,23.5,996.6,1002.5,10.0,7.0,3605.0,25.4
¼­±ÍÆ÷,2024-07-10 22:00,23.8,3.2,230.0,94.0,27.6,22.7,996.9,1002.8,10.0,1.0,1840.0,24.6
¼­±ÍÆ÷,2024-07-10 23:00,24.0,1.3,250.0,92.0,27.4,22.6,997.3,1003.2,8.0,3.0,4959.0,24.2
¼­±ÍÆ÷,2024-07-11 00:00,24.2,1.0,360.0,92.0,27.7,22.8,997.4,1003.3,10.0,4.0,4249.0,24.1
¼­±ÍÆ÷,2024-07-11 01:00,23.6,0.5,20.0,93.0,26.9,22.3,997.2,1003.1,9.0,6.0,2856.0,23.8
¼­±ÍÆ÷,2024-07-11 02:00,23.5,1.1,20.0,93.0,26.8,22.2,997.2,1003.1,10.0,1.0,3678.0,23.6
¼­±ÍÆ÷,2024-07-11 03:00,23.3,1.0,360.0,93.0,26.4,22.0,997.2,1003.1,9.0,2.0,5000.0,23.4
¼­±ÍÆ÷,2024-07-11 04:00,23.2,0.9,230.0,94.0,26.6,22.1,997.5,1003.4,9.0,2.0,4480.0,23.3
¼­±ÍÆ÷,2024-07-11 05:00,22.9,0.5,110.0,95.0,26.4,22.0,997.7,1003.6,9.0,2.0,2450.0,23.2
¼­±ÍÆ÷,2024-07-11 06:00,22.9,0.7,20.0,94.0,26.1,21.8,997.9,1003.8,10.0,4.0,4243.0,23.1
¼­±ÍÆ÷,2024-07-11 07:00,23.1,0.5,50.0,93.0,26.1,21.8,998.2,1004.1,10.0,3.0,4371.0,23.5
¼­±ÍÆ÷,2024-07-11 08:00,23.7,1.6,70.0,91.0,26.6,22.1,997.9,1003.8,10.0,4.0,3664.0,24.5
¼­±ÍÆ÷,2024-07-11 09:00,23.8,1.1,230.0,91.0,26.8,22.2,998.9,1004.8,10.0,9.0,2555.0,25.1
¼­±ÍÆ÷,2024-07-11 10:00,23.9,0.3,0.0,92.0,27.2,22.5,998.2,1004.1,10.0,7.0,1500.0,25.5
¼­±ÍÆ÷,2024-07-11 11:00,23.9,0.9,70.0,92.0,27.2,22.5,997.7,1003.6,10.0,7.0,1071.0,26.3
¼­±ÍÆ÷,2024-07-11 12:00,22.8,2.8,230.0,93.0,25.8,21.6,998.6,1004.5,10.0,9.0,165.0,25.9
¼­±ÍÆ÷,2024-07-11 13:00,21.9,1.4,270.0,94.0,24.6,20.8,997.9,1003.8,10.0,9.0,587.0,25.0
¼­±ÍÆ÷,2024-07-11 14:00,22.5,1.6,230.0,94.0,25.5,21.4,997.7,1003.6,10.0,7.0,745.0,26.0
¼­±ÍÆ÷,2024-07-11 15:00,22.2,1.7,230.0,94.0,25.0,21.1,997.5,1003.4,10.0,8.0,699.0,25.9
¼­±ÍÆ÷,2024-07-11 16:00,22.4,1.1,230.0,95.0,25.6,21.5,996.7,1002.6,10.0,9.0,667.0,25.1
¼­±ÍÆ÷,2024-07-11 17:00,22.4,0.9,200.0,95.0,25.6,21.5,996.9,1002.8,10.0,9.0,370.0,24.8
¼­±ÍÆ÷,2024-07-11 18:00,22.5,0.8,50.0,95.0,25.8,21.6,996.2,1002.1,10.0,8.0,731.0,24.4
¼­±ÍÆ÷,2024-07-11 19:00,22.3,0.8,230.0,96.0,25.8,21.6,996.6,1002.5,10.0,6.0,524.0,24.0
¼­±ÍÆ÷,2024-07-11 20:00,22.3,0.8,250.0,96.0,25.8,21.6,996.9,1002.8,10.0,8.0,706.0,23.7
¼­±ÍÆ÷,2024-07-11 21:00,22.3,0.5,160.0,96.0,25.8,21.6,997.2,1003.1,9.0,5.0,622.0,23.3
¼­±ÍÆ÷,2024-07-11 22:00,22.5,0.6,290.0,94.0,25.5,21.4,997.7,1003.6,10.0,6.0,1695.0,23.2
¼­±ÍÆ÷,2024-07-11 23:00,22.1,0.6,50.0,94.0,24.9,21.0,997.5,1003.4,10.0,1.0,1640.0,22.6
¼­±ÍÆ÷,2024-07-12 00:00,21.9,0.3,0.0,96.0,25.2,21.2,997.2,1003.1,9.0,0.0,808.0,22.3
¼­±ÍÆ÷,2024-07-12 01:00,21.7,1.0,250.0,95.0,24.6,20.8,997.0,1002.9,9.0,4.0,1095.0,22.2
¼­±ÍÆ÷,2024-07-12 02:00,21.8,0.4,0.0,96.0,25.0,21.1,996.6,1002.5,10.0,5.0,738.0,22.3
¼­±ÍÆ÷,2024-07-12 03:00,21.5,1.1,360.0,94.0,24.0,20.4,996.9,1002.8,9.0,0.0,1175.0,22.0
¼­±ÍÆ÷,2024-07-12 04:00,21.3,1.2,360.0,94.0,23.7,20.2,997.4,1003.3,8.0,3.0,1398.0,21.5
¼­±ÍÆ÷,2024-07-12 05:00,21.2,1.9,20.0,94.0,23.5,20.1,997.3,1003.3,3.0,0.0,1105.0,21.1
¼­±ÍÆ÷,2024-07-12 06:00,21.0,1.5,20.0,94.0,23.2,19.9,997.7,1003.7,2.0,0.0,1003.0,20.8
¼­±ÍÆ÷,2024-07-12 07:00,22.0,1.5,20.0,90.0,23.7,20.2,997.7,1003.6,5.0,0.0,1506.0,21.8
¼­±ÍÆ÷,2024-07-12 08:00,24.1,1.7,70.0,86.0,25.8,21.6,997.5,1003.4,2.0,0.0,1671.0,23.7
¼­±ÍÆ÷,2024-07-12 09:00,24.7,1.3,180.0,82.0,25.5,21.4,997.9,1003.7,0.0,0.0,2314.0,27.6
¼­±ÍÆ÷,2024-07-12 10:00,25.2,1.3,180.0,78.0,24.9,21.0,997.5,1003.4,0.0,0.0,2093.0,31.2
¼­±ÍÆ÷,2024-07-12 11:00,26.0,1.6,180.0,79.0,26.4,22.0,997.9,1003.8,2.0,2.0,3046.0,34.2
¼­±ÍÆ÷,2024-07-12 12:00,26.8,1.1,160.0,76.0,26.8,22.2,997.8,1003.6,7.0,7.0,3180.0,36.0
¼­±ÍÆ÷,2024-07-12 13:00,26.9,1.2,160.0,74.0,26.1,21.8,997.6,1003.4,4.0,4.0,4914.0,37.5
¼­±ÍÆ÷,2024-07-12 14:00,27.2,1.4,160.0,73.0,26.3,21.9,997.6,1003.4,6.0,3.0,2888.0,37.8
¼­±ÍÆ÷,2024-07-12 15:00,28.0,2.3,200.0,72.0,27.1,22.4,997.8,1003.6,7.0,2.0,3268.0,36.9
¼­±ÍÆ÷,2024-07-12 16:00,28.0,2.3,230.0,73.0,27.4,22.6,997.8,1003.6,7.0,3.0,3213.0,36.1
¼­±ÍÆ÷,2024-07-12 17:00,27.2,2.5,230.0,74.0,26.6,22.1,997.7,1003.5,7.0,0.0,3063.0,33.8
¼­±ÍÆ÷,2024-07-12 18:00,26.9,1.4,230.0,72.0,25.5,21.4,997.4,1003.2,7.0,0.0,3667.0,31.8
¼­±ÍÆ÷,2024-07-12 19:00,25.9,0.7,230.0,73.0,24.3,20.6,997.2,1003.1,7.0,7.0,4275.0,29.0
¼­±ÍÆ÷,2024-07-12 20:00,24.8,0.4,0.0,76.0,23.7,20.2,997.6,1003.4,7.0,0.0,4025.0,26.8
¼­±ÍÆ÷,2024-07-12 21:00,24.3,0.7,200.0,81.0,24.6,20.8,998.4,1004.3,8.0,0.0,2844.0,25.7
¼­±ÍÆ÷,2024-07-12 22:00,24.8,1.7,20.0,80.0,25.0,21.1,998.6,1004.4,6.0,6.0,2840.0,25.4
¼­±ÍÆ÷,2024-07-12 23:00,24.5,0.3,0.0,81.0,24.9,21.0,999.0,1004.8,8.0,3.0,2644.0,25.2
¼­±ÍÆ÷,2024-07-13 00:00,24.6,0.6,180.0,82.0,25.3,21.3,998.8,1004.6,9.0,7.0,3054.0,25.0
¼­±ÍÆ÷,2024-07-13 01:00,24.4,0.7,20.0,83.0,25.3,21.3,998.4,1004.2,6.0,4.0,2274.0,24.9
¼­±ÍÆ÷,2024-07-13 02:00,24.7,1.4,20.0,83.0,25.8,21.6,998.1,1003.9,10.0,6.0,2955.0,24.7
¼­±ÍÆ÷,2024-07-13 03:00,24.6,0.7,70.0,85.0,26.3,21.9,998.1,1003.9,9.0,6.0,4919.0,24.7
¼­±ÍÆ÷,2024-07-13 04:00,24.5,0.5,50.0,84.0,25.8,21.6,998.2,1004.0,9.0,7.0,4421.0,24.7
¼­±ÍÆ÷,2024-07-13 05:00,24.5,0.5,70.0,85.0,26.1,21.8,998.3,1004.1,9.0,4.0,4089.0,24.3
¼­±ÍÆ÷,2024-07-13 06:00,24.5,1.0,50.0,84.0,25.8,21.6,998.6,1004.4,10.0,4.0,4272.0,24.3
¼­±ÍÆ÷,2024-07-13 07:00,24.7,1.8,70.0,84.0,26.1,21.8,998.9,1004.7,10.0,5.0,4024.0,25.0
¼­±ÍÆ÷,2024-07-13 08:00,24.9,1.4,70.0,85.0,26.6,22.1,999.6,1005.5,10.0,6.0,4341.0,25.2
¼­±ÍÆ÷,2024-07-13 09:00,25.7,2.1,70.0,83.0,27.2,22.5,1000.1,1006.0,10.0,6.0,5000.0,26.4
¼­±ÍÆ÷,2024-07-13 10:00,25.9,1.4,70.0,81.0,26.9,22.3,1000.9,1006.8,10.0,6.0,5000.0,27.1
¼­±ÍÆ÷,2024-07-13 11:00,25.4,1.5,70.0,87.0,28.1,23.0,1001.0,1006.9,10.0,7.0,4507.0,26.7
¼­±ÍÆ÷,2024-07-13 12:00,24.9,1.3,70.0,90.0,28.3,23.1,1000.6,1006.5,10.0,7.0,4369.0,26.5
¼­±ÍÆ÷,2024-07-13 13:00,24.7,1.0,70.0,90.0,27.9,22.9,1001.0,1006.9,10.0,8.0,668.0,25.8
¼­±ÍÆ÷,2024-07-13 14:00,25.0,2.2,70.0,93.0,29.3,23.7,1000.5,1006.4,10.0,8.0,2981.0,26.8
¼­±ÍÆ÷,2024-07-13 15:00,25.4,1.9,70.0,92.0,29.7,23.9,1000.2,1006.1,10.0,8.0,2068.0,28.2
¼­±ÍÆ÷,2024-07-13 16:00,25.1,1.3,70.0,94.0,29.8,24.0,1000.8,1006.7,10.0,8.0,1489.0,26.7
¼­±ÍÆ÷,2024-07-13 17:00,25.2,1.4,70.0,95.0,30.4,24.3,1000.7,1006.6,10.0,8.0,1158.0,26.1
¼­±ÍÆ÷,2024-07-13 18:00,25.2,1.8,50.0,96.0,30.7,24.5,1000.1,1006.0,10.0,9.0,570.0,25.7
¼­±ÍÆ÷,2024-07-13 19:00,25.1,1.6,50.0,96.0,30.6,24.4,1000.1,1006.0,10.0,8.0,1624.0,25.8
¼­±ÍÆ÷,2024-07-13 20:00,24.9,1.0,70.0,94.0,29.5,23.8,1001.4,1007.3,10.0,10.0,2585.0,25.5
¼­±ÍÆ÷,2024-07-13 21:00,24.9,1.4,20.0,93.0,29.1,23.6,1001.9,1007.8,10.0,7.0,3427.0,25.2
¼­±ÍÆ÷,2024-07-13 22:00,25.3,1.2,50.0,93.0,29.8,24.0,1002.2,1008.1,10.0,9.0,3830.0,25.2
¼­±ÍÆ÷,2024-07-13 23:00,25.4,0.6,200.0,93.0,30.0,24.1,1002.3,1008.2,10.0,6.0,2617.0,25.2
¼­±ÍÆ÷,2024-07-14 00:00,24.6,1.2,20.0,94.0,28.9,23.5,1001.6,1007.5,10.0,5.0,2878.0,24.8
¼­±ÍÆ÷,2024-07-14 01:00,24.6,1.1,20.0,94.0,28.9,23.5,1001.2,1007.1,10.0,9.0,459.0,24.6
¼­±ÍÆ÷,2024-07-14 02:00,24.3,1.4,20.0,96.0,29.1,23.6,1001.0,1006.9,10.0,9.0,512.0,24.5
¼­±ÍÆ÷,2024-07-14 03:00,24.1,1.8,70.0,95.0,28.4,23.2,1001.2,1007.1,10.0,7.0,1189.0,24.5
¼­±ÍÆ÷,2024-07-14 04:00,24.2,1.7,20.0,96.0,28.9,23.5,1001.0,1006.9,10.0,7.0,1457.0,24.2
¼­±ÍÆ÷,2024-07-14 05:00,24.2,1.3,50.0,95.0,28.6,23.3,1000.8,1006.7,10.0,8.0,4813.0,24.2
¼­±ÍÆ÷,2024-07-14 06:00,24.5,2.3,50.0,96.0,29.5,23.8,1001.4,1007.3,10.0,9.0,2199.0,24.4
¼­±ÍÆ÷,2024-07-14 07:00,24.7,1.4,50.0,95.0,29.5,23.8,1001.3,1007.2,10.0,7.0,4671.0,24.7
¼­±ÍÆ÷,2024-07-14 08:00,24.9,1.3,50.0,96.0,30.2,24.2,1002.1,1008.0,10.0,8.0,1640.0,25.1
¼­±ÍÆ÷,2024-07-14 09:00,25.0,0.9,70.0,96.0,30.4,24.3,1002.4,1008.3,10.0,9.0,966.0,25.2
¼­±ÍÆ÷,2024-07-14 10:00,25.3,1.7,180.0,96.0,30.9,24.6,1003.3,1009.2,10.0,8.0,2034.0,26.2
¼­±ÍÆ÷,2024-07-14 11:00,25.3,2.0,270.0,95.0,30.6,24.4,1003.6,1009.5,10.0,9.0,1269.0,25.9
¼­±ÍÆ÷,2024-07-14 12:00,26.2,0.9,230.0,94.0,31.9,25.1,1003.5,1009.4,10.0,4.0,1568.0,27.9
¼­±ÍÆ÷,2024-07-14 13:00,25.7,1.1,230.0,96.0,31.7,25.0,1003.8,1009.7,10.0,8.0,1580.0,27.2
¼­±ÍÆ÷,2024-07-14 14:00,26.6,1.4,250.0,90.0,31.3,24.8,1003.9,1009.8,10.0,8.0,2444.0,29.3
¼­±ÍÆ÷,2024-07-14 15:00,27.2,2.1,230.0,89.0,32.1,25.2,1003.6,1009.5,10.0,8.0,2656.0,30.9
¼­±ÍÆ÷,2024-07-14 16:00,26.9,1.9,230.0,90.0,31.9,25.1,1003.6,1009.5,10.0,4.0,2220.0,30.5
¼­±ÍÆ÷,2024-07-14 17:00,26.3,1.0,200.0,93.0,31.7,25.0,1003.5,1009.4,10.0,8.0,724.0,28.7
¼­±ÍÆ÷,2024-07-14 18:00,26.0,0.6,200.0,92.0,30.7,24.5,1003.3,1009.2,10.0,6.0,3058.0,28.4
